member_id,month,center,plan,price_paid,discount_applied,signup_date,acquisition_channel,age,gender,tenure_months,visits_this_month,group_classes_attended,uses_app,has_personal_trainer,support_contacts,incidents_reported,satisfaction_survey,status,churn_reason,competitor_lowcost_price,campaign_active,service_incident
165,2022-12,eastpark,basic,29.0,0.0,2022-01-25,january_campaign,59,F,12,7,3,False,False,0,0,,active,,22,,
165,2023-01,eastpark,basic,26.1,0.1,2022-01-25,january_campaign,59,F,13,8,3,False,False,0,0,9.0,active,,20,january_promo,
165,2023-02,eastpark,basic,29.0,0.0,2022-01-25,january_campaign,59,F,14,10,3,False,False,0,0,,active,,20,,
165,2023-03,eastpark,basic,29.0,0.0,2022-01-25,january_campaign,59,F,15,7,2,False,False,0,0,,active,,20,,heating_failure
165,2023-04,eastpark,basic,29.0,0.0,2022-01-25,january_campaign,59,F,16,6,3,False,False,0,0,7.0,active,,20,,
165,2023-05,eastpark,basic,29.0,0.0,2022-01-25,january_campaign,59,F,17,8,3,False,False,0,0,8.0,active,,20,,
165,2023-06,eastpark,basic,29.0,0.0,2022-01-25,january_campaign,59,F,18,8,3,False,False,0,0,8.0,active,,20,summer_body,
165,2023-07,eastpark,basic,29.0,0.0,2022-01-25,january_campaign,59,F,19,13,6,False,False,0,0,,active,,19,,
165,2023-08,eastpark,basic,29.0,0.0,2022-01-25,january_campaign,59,F,20,11,4,False,False,0,0,,active,,19,,pool_maintenance
165,2023-09,eastpark,basic,29.0,0.0,2022-01-25,january_campaign,59,F,21,9,2,False,False,0,0,,active,,19,back_to_gym,
165,2023-10,eastpark,basic,29.0,0.0,2022-01-25,january_campaign,59,F,22,9,2,False,False,0,0,,churned,relocation,19,,
166,2022-09,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,1,6,2,True,False,0,0,,active,,22,back_to_gym,
166,2022-10,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,2,9,3,True,False,1,0,7.0,active,,22,,
166,2022-11,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,3,7,1,True,False,0,0,,active,,22,,
166,2022-12,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,4,7,2,True,False,0,0,7.0,active,,22,,
166,2023-01,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,5,4,2,True,False,0,0,,active,,20,january_promo,
166,2023-02,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,6,7,3,True,False,0,0,,active,,20,,
166,2023-03,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,7,7,3,True,False,0,0,,active,,20,,heating_failure
166,2023-04,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,8,8,4,True,False,0,0,,active,,20,,
166,2023-05,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,9,6,2,True,False,0,0,,active,,20,,
166,2023-06,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,10,9,2,True,False,0,0,,active,,20,summer_body,
166,2023-07,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,11,5,2,True,False,0,0,,active,,19,,
166,2023-08,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,12,10,3,True,False,0,0,,active,,19,,pool_maintenance
166,2023-09,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,13,3,1,True,False,0,0,8.0,active,,19,back_to_gym,
166,2023-10,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,14,8,2,True,False,0,0,7.0,active,,19,,
166,2023-11,northside,basic,24.65,0.15,2022-09-19,corporate,26,F,15,8,2,True,False,0,0,,churned,competitor,19,,
167,2023-03,downtown,basic,29.0,0.0,2023-03-18,walk_in,25,F,1,11,5,False,False,0,0,,active,,20,,heating_failure
167,2023-04,downtown,basic,24.65,0.15,2023-03-18,walk_in,25,F,2,4,2,False,False,0,0,8.0,churned,location,20,,
168,2023-01,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,1,13,3,True,False,0,0,6.0,active,,20,january_promo,
168,2023-02,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,2,21,6,True,False,0,0,,active,,20,,
168,2023-03,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,3,16,3,True,False,1,0,,active,,20,,heating_failure
168,2023-04,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,4,15,5,True,False,0,0,,active,,20,,
168,2023-05,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,5,17,8,True,False,0,0,,active,,20,,
168,2023-06,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,6,22,7,True,False,0,0,5.0,active,,20,summer_body,
168,2023-07,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,7,15,3,True,False,0,0,,active,,19,,
168,2023-08,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,8,21,6,True,False,0,0,,active,,19,,pool_maintenance
168,2023-09,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,9,21,8,True,False,0,0,,active,,19,back_to_gym,
168,2023-10,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,10,17,7,True,False,0,0,5.0,active,,19,,
168,2023-11,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,11,22,10,True,False,0,0,10.0,active,,19,,
168,2023-12,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,12,19,8,True,False,0,0,7.0,active,,19,,
168,2024-01,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,13,18,7,True,False,0,0,,active,,19,january_promo,
168,2024-02,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,14,17,5,True,False,0,0,6.0,active,,19,,app_outage
168,2024-03,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,15,21,7,True,False,2,0,,active,,19,,
168,2024-04,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,16,19,6,True,False,0,0,,active,,19,,
168,2024-05,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,17,15,4,True,False,0,0,,active,,19,,
168,2024-06,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,18,20,9,True,False,1,0,8.0,active,,19,summer_body,
168,2024-07,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,19,19,9,True,False,0,0,10.0,active,,19,,
168,2024-08,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,20,15,5,True,False,0,0,,active,,19,,
168,2024-09,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,21,18,9,True,False,0,0,7.0,active,,19,back_to_gym,
168,2024-10,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,22,14,3,True,False,0,0,8.0,active,,19,,
168,2024-11,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,23,23,10,True,False,0,0,5.0,active,,19,,
168,2024-12,northside,premium,41.65,0.15,2023-01-28,corporate,22,F,24,18,5,True,False,0,2,,active,,19,,
169,2022-03,westfield,family,69.0,0.0,2022-03-03,referral,53,F,1,8,4,False,False,0,0,8.0,active,,25,,
169,2022-04,westfield,family,69.0,0.0,2022-03-03,referral,53,F,2,6,2,False,False,0,0,5.0,active,,25,,
169,2022-05,westfield,family,69.0,0.0,2022-03-03,referral,53,F,3,7,2,False,False,0,0,7.0,active,,25,,
169,2022-06,westfield,family,69.0,0.0,2022-03-03,referral,53,F,4,2,1,False,False,0,0,,active,,25,,
169,2022-07,westfield,family,69.0,0.0,2022-03-03,referral,53,F,5,9,3,False,False,0,0,,active,,22,,
169,2022-08,westfield,family,69.0,0.0,2022-03-03,referral,53,F,6,8,3,False,False,0,0,8.0,active,,22,,
169,2022-09,westfield,family,69.0,0.0,2022-03-03,referral,53,F,7,7,2,False,False,0,0,,active,,22,back_to_gym,
169,2022-10,westfield,family,69.0,0.0,2022-03-03,referral,53,F,8,8,2,False,False,0,0,8.0,active,,22,,
169,2022-11,westfield,family,69.0,0.0,2022-03-03,referral,53,F,9,8,3,False,False,0,0,,active,,22,,
169,2022-12,westfield,family,69.0,0.0,2022-03-03,referral,53,F,10,6,1,False,False,0,0,,active,,22,,
169,2023-01,westfield,family,69.0,0.0,2022-03-03,referral,53,F,11,9,3,False,False,0,0,,active,,20,january_promo,
169,2023-02,westfield,family,69.0,0.0,2022-03-03,referral,53,F,12,7,3,False,False,0,0,8.0,active,,20,,
169,2023-03,westfield,family,62.1,0.1,2022-03-03,referral,53,F,13,4,1,False,False,0,0,,active,,20,,heating_failure
169,2023-04,westfield,family,69.0,0.0,2022-03-03,referral,53,F,14,7,2,False,False,0,0,7.0,active,,20,,
169,2023-05,westfield,family,62.1,0.1,2022-03-03,referral,53,F,15,5,1,False,False,0,0,6.0,active,,20,,
169,2023-06,westfield,family,69.0,0.0,2022-03-03,referral,53,F,16,4,1,False,False,0,0,,active,,20,summer_body,
169,2023-07,westfield,family,69.0,0.0,2022-03-03,referral,53,F,17,11,4,False,False,0,0,,active,,19,,
169,2023-08,westfield,family,69.0,0.0,2022-03-03,referral,53,F,18,9,4,False,False,0,0,9.0,active,,19,,pool_maintenance
169,2023-09,westfield,family,69.0,0.0,2022-03-03,referral,53,F,19,4,2,False,False,0,0,,active,,19,back_to_gym,
169,2023-10,westfield,family,69.0,0.0,2022-03-03,referral,53,F,20,6,3,False,False,0,0,,active,,19,,
169,2023-11,westfield,family,69.0,0.0,2022-03-03,referral,53,F,21,4,2,False,False,0,0,6.0,active,,19,,
169,2023-12,westfield,family,69.0,0.0,2022-03-03,referral,53,F,22,4,1,False,False,0,0,,active,,19,,
169,2024-01,westfield,family,69.0,0.0,2022-03-03,referral,53,F,23,9,4,False,False,0,0,,active,,19,january_promo,
169,2024-02,westfield,family,69.0,0.0,2022-03-03,referral,53,F,24,6,2,False,False,0,0,,active,,19,,app_outage
169,2024-03,westfield,family,69.0,0.0,2022-03-03,referral,53,F,25,8,4,False,False,0,0,,active,,19,,
169,2024-04,westfield,family,69.0,0.0,2022-03-03,referral,53,F,26,8,2,False,False,0,0,,active,,19,,
169,2024-05,westfield,family,69.0,0.0,2022-03-03,referral,53,F,27,11,3,False,False,0,0,,active,,19,,
169,2024-06,westfield,family,69.0,0.0,2022-03-03,referral,53,F,28,3,1,False,False,0,0,9.0,active,,19,summer_body,
169,2024-07,westfield,family,69.0,0.0,2022-03-03,referral,53,F,29,9,3,False,False,0,0,,active,,19,,
169,2024-08,westfield,family,69.0,0.0,2022-03-03,referral,53,F,30,4,2,False,False,0,0,,active,,19,,
169,2024-09,westfield,family,69.0,0.0,2022-03-03,referral,53,F,31,8,3,False,False,0,0,,active,,19,back_to_gym,
169,2024-10,westfield,family,69.0,0.0,2022-03-03,referral,53,F,32,7,2,False,False,0,0,,active,,19,,
169,2024-11,westfield,family,69.0,0.0,2022-03-03,referral,53,F,33,6,2,False,False,0,0,,active,,19,,
169,2024-12,westfield,family,69.0,0.0,2022-03-03,referral,53,F,34,5,2,False,False,0,0,,active,,19,,
170,2024-06,westfield,basic,29.0,0.0,2024-06-04,walk_in,30,M,1,1,0,True,False,1,0,,active,,19,summer_body,
170,2024-07,westfield,basic,29.0,0.0,2024-06-04,walk_in,30,M,2,6,1,True,False,0,0,,active,,19,,
170,2024-08,westfield,basic,29.0,0.0,2024-06-04,walk_in,30,M,3,2,1,True,False,0,0,8.0,churned,price,19,,
171,2024-01,northside,family,55.2,0.2,2024-01-03,january_campaign,22,F,1,3,1,True,False,0,1,6.0,active,,19,january_promo,
171,2024-02,northside,family,55.2,0.2,2024-01-03,january_campaign,22,F,2,6,3,True,False,0,0,,active,,19,,app_outage
171,2024-03,northside,family,55.2,0.2,2024-01-03,january_campaign,22,F,3,2,1,True,False,0,0,,active,,19,,
171,2024-04,northside,family,69.0,0.0,2024-01-03,january_campaign,22,F,4,3,1,True,False,0,0,7.0,active,,19,,
171,2024-05,northside,family,69.0,0.0,2024-01-03,january_campaign,22,F,5,5,2,True,False,0,0,,active,,19,,
171,2024-06,northside,family,69.0,0.0,2024-01-03,january_campaign,22,F,6,4,1,True,False,0,0,8.0,active,,19,summer_body,
171,2024-07,northside,family,69.0,0.0,2024-01-03,january_campaign,22,F,7,6,1,True,False,0,0,9.0,active,,19,,
171,2024-08,northside,family,69.0,0.0,2024-01-03,january_campaign,22,F,8,2,1,True,False,0,0,,active,,19,,
171,2024-09,northside,family,69.0,0.0,2024-01-03,january_campaign,22,F,9,4,2,True,False,0,0,,churned,other,19,back_to_gym,
172,2022-12,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,1,9,2,False,False,0,1,9.0,active,,22,,
172,2023-01,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,2,4,1,False,False,0,0,,active,,20,january_promo,
172,2023-02,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,3,7,3,False,False,0,0,,active,,20,,
172,2023-03,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,4,3,1,False,False,0,0,6.0,active,,20,,heating_failure
172,2023-04,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,5,10,3,False,False,0,0,,active,,20,,
172,2023-05,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,6,5,2,False,False,0,0,,active,,20,,
172,2023-06,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,7,5,2,False,False,0,0,8.0,active,,20,summer_body,
172,2023-07,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,8,4,1,False,False,0,0,6.0,active,,19,,
172,2023-08,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,9,8,3,False,False,0,0,6.0,active,,19,,pool_maintenance
172,2023-09,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,10,6,3,False,False,0,0,,active,,19,back_to_gym,
172,2023-10,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,11,8,2,False,False,0,0,9.0,active,,19,,
172,2023-11,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,12,7,3,False,False,0,0,,active,,19,,
172,2023-12,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,13,6,3,False,False,0,0,,active,,19,,
172,2024-01,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,14,7,2,False,False,0,0,,active,,19,january_promo,
172,2024-02,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,15,6,3,False,False,0,0,6.0,active,,19,,app_outage
172,2024-03,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,16,6,2,False,False,0,0,,active,,19,,
172,2024-04,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,17,6,2,False,False,0,0,6.0,active,,19,,
172,2024-05,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,18,7,1,False,False,0,0,,active,,19,,
172,2024-06,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,19,5,1,False,False,0,0,,active,,19,summer_body,
172,2024-07,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,20,4,1,False,False,0,0,7.0,active,,19,,
172,2024-08,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,21,7,3,False,False,0,0,9.0,active,,19,,
172,2024-09,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,22,6,2,False,False,0,1,,active,,19,back_to_gym,
172,2024-10,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,23,8,4,False,False,0,0,,active,,19,,
172,2024-11,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,24,8,4,False,False,0,0,,active,,19,,
172,2024-12,northside,premium,49.0,0.0,2022-12-21,walk_in,22,F,25,8,3,False,False,0,0,,active,,19,,
173,2022-12,southgate,basic,24.65,0.15,2022-12-14,website,50,M,1,3,1,True,False,0,0,,active,,22,,
173,2023-01,southgate,basic,29.0,0.0,2022-12-14,website,50,M,2,5,1,True,False,0,0,,active,,20,january_promo,
173,2023-02,southgate,basic,29.0,0.0,2022-12-14,website,50,M,3,5,1,True,False,0,0,,active,,20,,
173,2023-03,southgate,basic,29.0,0.0,2022-12-14,website,50,M,4,5,2,True,False,0,0,3.0,active,,20,,heating_failure
173,2023-04,southgate,basic,29.0,0.0,2022-12-14,website,50,M,5,5,2,True,False,2,0,,active,,20,,
173,2023-05,southgate,basic,29.0,0.0,2022-12-14,website,50,M,6,9,3,True,False,0,0,,active,,20,,
173,2023-06,southgate,basic,29.0,0.0,2022-12-14,website,50,M,7,4,2,True,False,0,0,,active,,20,summer_body,
173,2023-07,southgate,basic,29.0,0.0,2022-12-14,website,50,M,8,3,1,True,False,0,0,,active,,19,,
173,2023-08,southgate,basic,29.0,0.0,2022-12-14,website,50,M,9,5,2,True,False,0,0,,active,,19,,pool_maintenance
173,2023-09,southgate,basic,29.0,0.0,2022-12-14,website,50,M,10,5,1,True,False,0,0,,churned,location,19,back_to_gym,
174,2023-03,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,1,9,4,False,False,0,0,,active,,20,,heating_failure
174,2023-04,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,2,4,1,False,False,0,0,,active,,20,,
174,2023-05,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,3,8,4,False,False,0,0,,active,,20,,
174,2023-06,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,4,8,3,False,False,0,0,,active,,20,summer_body,
174,2023-07,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,5,6,3,False,False,0,0,,active,,19,,
174,2023-08,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,6,7,2,False,False,0,0,,active,,19,,pool_maintenance
174,2023-09,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,7,8,3,False,False,0,0,,active,,19,back_to_gym,
174,2023-10,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,8,8,3,False,False,0,0,,active,,19,,
174,2023-11,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,9,4,2,False,False,0,0,,active,,19,,
174,2023-12,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,10,8,3,False,False,0,0,,active,,19,,
174,2024-01,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,11,6,2,False,False,0,0,,active,,19,january_promo,
174,2024-02,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,12,7,3,False,False,0,0,,active,,19,,app_outage
174,2024-03,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,13,7,3,False,False,0,0,,active,,19,,
174,2024-04,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,14,6,3,False,False,0,0,,active,,19,,
174,2024-05,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,15,9,2,False,False,0,0,,active,,19,,
174,2024-06,southgate,basic,24.65,0.15,2023-03-17,corporate,36,M,16,6,2,False,False,1,0,,churned,competitor,19,summer_body,
175,2023-06,southgate,basic,24.65,0.15,2023-06-06,corporate,55,F,1,4,2,False,False,0,0,,active,,20,summer_body,
175,2023-07,southgate,basic,24.65,0.15,2023-06-06,corporate,55,F,2,5,2,False,False,0,0,,active,,19,,
175,2023-08,southgate,basic,24.65,0.15,2023-06-06,corporate,55,F,3,6,2,False,False,0,2,,active,,19,,pool_maintenance
175,2023-09,southgate,basic,24.65,0.15,2023-06-06,corporate,55,F,4,9,3,False,False,0,0,,active,,19,back_to_gym,
175,2023-10,southgate,basic,24.65,0.15,2023-06-06,corporate,55,F,5,7,3,False,False,0,0,,churned,other,19,,
176,2023-10,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,1,12,5,True,False,0,0,,active,,19,,
176,2023-11,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,2,18,8,True,False,0,0,,active,,19,,
176,2023-12,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,3,14,6,True,False,0,0,10.0,active,,19,,
176,2024-01,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,4,13,3,True,False,0,0,,active,,19,january_promo,
176,2024-02,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,5,14,4,True,False,0,0,,active,,19,,app_outage
176,2024-03,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,6,15,4,True,False,0,0,,active,,19,,
176,2024-04,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,7,16,4,True,False,0,0,10.0,active,,19,,
176,2024-05,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,8,15,4,True,False,0,0,8.0,active,,19,,
176,2024-06,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,9,12,5,True,False,0,0,,active,,19,summer_body,
176,2024-07,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,10,14,3,True,False,0,0,,active,,19,,
176,2024-08,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,11,15,7,True,False,0,0,8.0,active,,19,,
176,2024-09,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,12,15,4,True,False,0,0,,active,,19,back_to_gym,
176,2024-10,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,13,16,7,True,False,0,0,,active,,19,,
176,2024-11,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,14,11,3,True,False,0,0,,active,,19,,
176,2024-12,downtown,premium,41.65,0.15,2023-10-01,corporate,23,M,15,12,5,True,False,1,0,7.0,active,,19,,
177,2023-06,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,1,8,4,False,False,0,0,,active,,20,summer_body,
177,2023-07,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,2,6,3,False,False,0,0,,active,,19,,
177,2023-08,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,3,10,3,False,False,0,0,,active,,19,,pool_maintenance
177,2023-09,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,4,8,3,False,False,1,0,8.0,active,,19,back_to_gym,
177,2023-10,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,5,4,2,False,False,0,0,,active,,19,,
177,2023-11,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,6,4,1,False,False,0,0,7.0,active,,19,,
177,2023-12,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,7,3,1,False,False,0,0,,active,,19,,
177,2024-01,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,8,9,2,False,False,0,0,,active,,19,january_promo,
177,2024-02,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,9,7,3,False,False,0,0,,active,,19,,app_outage
177,2024-03,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,10,13,4,False,False,0,0,,active,,19,,
177,2024-04,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,11,12,4,False,False,0,1,,active,,19,,
177,2024-05,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,12,7,2,False,False,0,0,,active,,19,,
177,2024-06,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,13,7,2,False,False,0,0,,active,,19,summer_body,
177,2024-07,eastpark,family,62.1,0.1,2023-06-21,walk_in,52,M,14,9,2,False,False,0,2,,active,,19,,
177,2024-08,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,15,10,5,False,False,0,0,,active,,19,,
177,2024-09,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,16,4,2,False,False,0,0,,active,,19,back_to_gym,
177,2024-10,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,17,3,1,False,False,0,0,6.0,active,,19,,
177,2024-11,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,18,8,3,False,False,0,0,9.0,active,,19,,
177,2024-12,eastpark,family,69.0,0.0,2023-06-21,walk_in,52,M,19,9,4,False,False,0,0,6.0,active,,19,,
178,2022-01,eastpark,basic,23.2,0.2,2022-01-15,january_campaign,44,F,1,6,3,True,False,0,0,,churned,location,25,january_promo,
179,2024-12,eastpark,basic,29.0,0.0,2024-12-05,website,41,M,1,6,2,True,False,0,0,,active,,19,,
180,2022-12,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,1,14,6,False,False,0,0,4.0,active,,22,,
180,2023-01,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,2,15,6,False,False,0,0,,active,,20,january_promo,
180,2023-02,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,3,17,8,False,False,0,0,,active,,20,,
180,2023-03,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,4,15,4,False,False,0,0,,active,,20,,heating_failure
180,2023-04,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,5,14,5,False,False,0,0,7.0,active,,20,,
180,2023-05,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,6,14,6,False,False,0,0,5.0,active,,20,,
180,2023-06,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,7,14,3,False,False,1,0,8.0,active,,20,summer_body,
180,2023-07,eastpark,family,58.65,0.15,2022-12-28,referral,57,F,8,16,5,False,False,0,0,,active,,19,,
180,2023-08,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,9,16,8,False,False,0,0,,active,,19,,pool_maintenance
180,2023-09,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,10,13,3,False,False,0,0,,active,,19,back_to_gym,
180,2023-10,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,11,15,6,False,False,0,0,4.0,active,,19,,
180,2023-11,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,12,16,7,False,False,0,0,,active,,19,,
180,2023-12,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,13,18,8,False,False,0,0,6.0,active,,19,,
180,2024-01,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,14,14,6,False,False,0,2,7.0,active,,19,january_promo,
180,2024-02,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,15,18,4,False,False,0,2,6.0,active,,19,,app_outage
180,2024-03,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,16,14,6,False,False,0,0,,active,,19,,
180,2024-04,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,17,11,4,False,False,0,0,,active,,19,,
180,2024-05,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,18,15,3,False,False,0,0,,active,,19,,
180,2024-06,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,19,19,8,False,False,0,0,,active,,19,summer_body,
180,2024-07,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,20,16,5,False,False,0,0,,active,,19,,
180,2024-08,eastpark,family,58.65,0.15,2022-12-28,referral,57,F,21,15,7,False,False,0,0,7.0,active,,19,,
180,2024-09,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,22,15,4,False,False,0,1,6.0,active,,19,back_to_gym,
180,2024-10,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,23,17,7,False,False,0,1,8.0,active,,19,,
180,2024-11,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,24,15,6,False,False,1,0,,active,,19,,
180,2024-12,eastpark,family,69.0,0.0,2022-12-28,referral,57,F,25,13,4,False,False,0,1,,active,,19,,
181,2022-01,westfield,basic,29.0,0.0,2022-01-17,website,47,,1,10,2,False,False,0,0,,active,,25,january_promo,
181,2022-02,westfield,basic,29.0,0.0,2022-01-17,website,47,,2,9,4,False,False,0,0,7.0,active,,25,,
181,2022-03,westfield,basic,29.0,0.0,2022-01-17,website,47,,3,10,2,False,False,0,0,7.0,active,,25,,
181,2022-04,westfield,basic,29.0,0.0,2022-01-17,website,47,,4,6,2,False,False,0,0,6.0,churned,relocation,25,,
182,2022-03,eastpark,family,58.65,0.15,2022-03-02,corporate,36,F,1,1,0,True,False,0,0,,active,,25,,
182,2022-04,eastpark,family,58.65,0.15,2022-03-02,corporate,36,F,2,5,2,True,False,0,0,5.0,active,,25,,
182,2022-05,eastpark,family,58.65,0.15,2022-03-02,corporate,36,F,3,2,1,True,False,0,0,,active,,25,,
182,2022-06,eastpark,family,58.65,0.15,2022-03-02,corporate,36,F,4,0,0,True,False,0,0,,active,,25,,
182,2022-07,eastpark,family,58.65,0.15,2022-03-02,corporate,36,F,5,4,1,True,False,0,1,7.0,active,,22,,
182,2022-08,eastpark,family,58.65,0.15,2022-03-02,corporate,36,F,6,4,1,True,False,0,0,5.0,active,,22,,
